instance_name,flatness
ball_8_4,0
metal_box_5_3,0.7692307692307693
book_5_6,0.9974404914256463
sponge_8_5,0.7393185505678745
plastic_box_9_10,0.5657175726200748
metal_box_7_4,0.3528678304239402
plastic_box_2_2,0.7510008006405124
book_1_5,0.854688267059401
cup_9_9,0
book_5_2,1
tray_1_1,0.9708805823883523
plastic_box_5_3,0.9051217464315701
ball_8_7,0
bowl_9_2,0
book_6_2,0.8844045080718854
to_go_cup_10_5,0
ball_5_3,0
plate_6_3,0
book_7_4,0.9958576250383553
cup_8_5,0
metal_box_3_1,0.735546940839373
plastic_box_6_8,0.7025733093955715
sponge_2_2,0.8521594684385382
book_9_9,0.9510305284363861
plastic_box_3_9,0.236291431189858
paper_box_6_8,0.7153920619554696
tray_6_8,0.9879779266850611
metal_box_1_5,0.5142697257974258
bowl_3_8,0
book_8_7,0.9537946895254025
book_10_4,0.809062912450506
